region,district,code,name,type,type_category,ownership_category,ownership_authority,status
Morogoro,Gairo Dc,113997-1,ACLANE,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Morogoro,Malinyi Dc,113994-8,NGOHERANGA,Health Center,Kituo cha Afya,Public,LGA,Operating
Kilimanjaro,Rombo Dc,113993-0,MRAO KERYO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Kilindi Dc,113992-2,KWEDIBOMA,Health Center,Kituo cha Afya,Public,LGA,Operating
Songwe,Tunduma Tc,113991-4,HOPE,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Songwe,Tunduma Tc,113990-6,TUNDUMA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Tanga,Kilindi Dc,113989-8,KIMEMBE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Rombo Dc,113986-4,ROMBO DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Mwanza,Ukerewe Dc,113985-6,BUSUNDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibaha Dc,113982-3,KIBAHA MJI,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Mbeya,Mbeya Cc,113981-5,MBEYA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Kilimanjaro,Moshi Dc,113980-7,ST MONICA,Hospital at District Level,Hospitali ya Wilaya,Private,NGOs,Operating
Mbeya,Kyela Dc,113979-9,DONALD,Basic Dental Clinic,Kliniki,Private,For Profit,Operating
Dodoma,Bahi Dc,113978-1,Bahi,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Tabora,Sikonge Dc,113977-3,SIKONGE DISTRICT HOSPITAL,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Singida,Mkalama Dc,113972-4,MKALAMA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Ruvuma,Songea Dc,113971-6,SONGEA DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Manyara,Simanjiro Dc,113966-6,SIMANJIRO,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Arusha,Karatu Dc,113964-1,KARATU,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Singida,Singida Dc,113963-3,SINGIDA DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Geita,Chato Dc,113962-5,RAHMA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dar Es Salaam,Ilala Mc,113961-7,KIVULE,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Lindi,Kilwa Dc,113960-9,MTEPERA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,113959-1,SONGOMNARA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dodoma,Chamwino Dc,113958-3,MANCHALI B,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Kilwa Dc,113957-5,SOMANGA,Health Center,Kituo cha Afya,Public,LGA,Operating
Shinyanga,Ushetu Dc,113955-9,TUNDA LA ROHO,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Kagera,Ngara Dc,113954-2,KIGARAMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Lushoto Dc,113949-2,KILOLE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Lushoto Dc,113948-4,NYWELO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kigoma,Buhigwe Dc,113947-6,SHEANNA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Kilimanjaro,Moshi Dc,113946-8,TEMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113944-3,NYAMERAMBARO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113943-5,KITAWASI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Karatu Dc,113942-7,GYEKRUM ARUSHA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113940-1,KOBORI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Karatu Dc,113939-3,MAHHAHHA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibaha Dc,113938-5,KIBAHA DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Arusha,Karatu Dc,113937-7,MARERA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Geita Dc,113936-9,NYAKAHONGORA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Geita Dc,113935-1,SHILOLELI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113934-4,MAGOMA,Health Center,Kituo cha Afya,Public,LGA,Operating
Mara,Tarime Dc,113933-6,NYAMWIGURA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Masasi Dc,113932-8,MASASI,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Geita,Geita Dc,113931-0,NYARUYEYE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Ngorongoro Dc,113930-2,NGORONGORO,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Kilimanjaro,Hai Dc,113929-4,GOOD HOPE CRCT,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Katavi,Mpimbwe Dc,113928-6,Mwamapuli,Health Center,Kituo cha Afya,Public,LGA,Operating
Dodoma,Chamwino Dc,113927-8,MM JKT,Dispensary,Zahanati (Dispensary),Public,Military,Operating
Dodoma,Kondoa Dc,113926-0,Kingale,Health Center,Kituo cha Afya,Public,LGA,Operating
Mbeya,Busokelo,113925-2,BUSOKELO,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Geita,Geita Dc,113923-7,MAGENGE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Shinyanga,Shinyanga Dc,113922-9,SHINYANGA DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Kagera,Karagwe Dc,113921-1,KARAGWE DISTRICT,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Kagera,Karagwe Dc,113920-3,KAFUNJO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kagera,Karagwe Dc,113919-5,RUKALE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Chato Dc,113917-9,BWINA,Health Center,Kituo cha Afya,Public,LGA,Operating
Mtwara,Tandahimba Dc,113916-1,MIUTA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Bunda Dc,113915-3,BUKAMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Bunda Dc,113913-8,NAMALEBE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Urambo Dc,113912-0,ITEGAMATWI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tabora,Urambo Dc,113911-2,USSOKEMLIMANI,Health Center,Kituo cha Afya,Public,LGA,Operating
Tabora,Urambo Dc,113910-4,UHURU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Bunda Dc,113908-8,SANZATE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Geita Dc,113906-2,NYAMALEMBO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Geita Dc,113904-7,IKULWA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Manyara,Kiteto Dc,113903-9,ORKINE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Tandahimba Dc,113902-1,CHIKONGO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Tandahimba Dc,113901-3,MAMBAMBA,Health Center,Kituo cha Afya,Public,LGA,Operating
Kagera,Missenyi Dc,113899-9,NGANDO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Ilala Mc,113897-3,BANGULO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Geita,Chato Dc,113896-5,MUGANZA,Health Center,Kituo cha Afya,Public,LGA,Operating
Manyara,Babati Dc,113895-7,STAR MISSION,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Shinyanga,Kishapu Dc,113894-0,NG&#039;WANGHALANGA,Health Center,Kituo cha Afya,Public,LGA,Operating
Coast,Rufiji Dc,113892-4,MBUNJUMVULENI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,113891-6,MJAWA KIJIJINI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,113890-8,KIBITI,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Shinyanga,Ushetu Dc,113889-0,BUTIBU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Namtumbo Dc,113888-2,RUVUMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Namtumbo Dc,113887-4,SONGAMBELE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Namtumbo Dc,113886-6,MWANGAZA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Namtumbo Dc,113885-8,NAMANGULI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Namtumbo Dc,113884-1,KITANDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Gairo Dc,113883-3,YUSTO,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dodoma,Dodoma Cc,113882-5,Bunge,Health Center,Kituo cha Afya,Public,Parastatal,Operating
Iringa,Iringa Dc,113881-7,BELTRAMINO,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Njombe,Njombe Dc,113880-9,MATARAWE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Kinondoni Mc,113879-1,MAGRETI MEMORIAL,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dar Es Salaam,Kinondoni Mc,113878-3,Mikoroshini,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Kinondoni Mc,113877-5,KIGOGO,Health Center,Kituo cha Afya,Public,LGA,Operating
Simiyu,Busega Dc,113876-7,MWAMANYILI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Busega Dc,113875-9,MWABULUGU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Busega Dc,113873-4,BUSEGA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Coast,Kibiti Dc,113869-2,KINYANYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibiti Dc,113867-6,MANGWI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mtwara,Masasi Dc,113866-8,CHIWATA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Ilemela Mc,113865-0,ILEMELA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Songwe,Ileje Dc,113861-9,ITALE,Health Center,Kituo cha Afya,Public,LGA,Operating
Kilimanjaro,Moshi Dc,113859-3,UPENDO,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Arusha,Longido Dc,113858-5,OLCHORONYOKIE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Gairo Dc,113856-9,UKARIMU,PolyClinic,Kliniki,Private,Company/Business Name,Operating
Morogoro,Gairo Dc,113854-4,WILLE,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dodoma,Chamwino Dc,113853-6,Chamwino,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Songwe,Songwe Dc,113846-0,WANZANI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Songwe,Songwe Dc,113845-2,SONGWE DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Singida,Singida Dc,113844-5,MTISI,Health Center,Kituo cha Afya,Public,LGA,Operating
Njombe,Ludewa Dc,113843-7,MASIMAVALAFU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Njombe,Ludewa Dc,113842-9,LUILO,Health Center,Kituo cha Afya,Public,LGA,Operating
Dar Es Salaam,Kigamboni Mc,113841-1,KIJAKA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Kigamboni Mc,113840-3,TRUST HEALTHCARE,PolyClinic,Kliniki,Private,Company/Business Name,Operating
Dar Es Salaam,Kinondoni Mc,113839-5,ST NDAHANI,Health Center,Kituo cha Afya,Private,For Profit,Operating
Dar Es Salaam,Kinondoni Mc,113838-7,SALAMA -1 TANDALE,Dispensary,Zahanati (Dispensary),Private,NGOs,Operating
Songwe,Momba Dc,113837-9,MASANYINTA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Njombe,Njombe Dc,113836-1,IKISA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Njombe,Njombe Dc,113835-3,TORONTO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibaha Dc,113834-6,ICS Mikocheni Charitable,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Morogoro,Ifakara Tc,113819-7,KANYENJA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Tanga,Tanga Cc,113817-1,KWANJEKANYOTA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Gairo Dc,113816-3,MERERA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Kilosa Dc,113815-5,Maguha,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Kilosa Dc,113814-8,NZUMO,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Songwe,Songwe Dc,113810-6,ILEZA,Health Center,Kituo cha Afya,Public,LGA,Operating
Rukwa,Kalambo Dc,113807-2,KALE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Kalambo Dc,113806-4,MUZI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Njombe,Ludewa Dc,113805-6,MFALASI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113801-5,KIMUSI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113800-7,NYANUNGU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Rukwa,Kalambo Dc,113799-1,CHALATILA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113798-3,ITIRYO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113797-5,BOREGA A,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Meru Dc,113796-7,SONGORO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Kilimanjaro,Moshi Dc,113795-9,LONGUO,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Ruvuma,Nyasa Dc,113793-4,NDONDO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mara,Tarime Dc,113792-6,CHACHA WANDERA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mara,Tarime Dc,113791-8,KEMAMBO GROUP,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mara,Tarime Dc,113790-0,MURITO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Lindi,Lindi Dc,113788-4,MCHINGA II,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibaha Dc,113785-0,URUMWA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mbeya,Mbarali Dc,113784-3,PENTEKOSTE,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Geita,Geita Dc,113783-5,MHC STAMICO,Health Center,Kituo cha Afya,Private,Company/Business Name,Operating
Tabora,Nzega Dc,113782-7,ROSEMYSTICA,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Mwanza,Misungwi Dc,113781-9,NGELEKA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Misungwi Dc,113780-1,ABIGA,Maternity Home,Kituo cha Uzazi,Private,For Profit,Operating
Mtwara,Masasi Dc,113778-5,JOAC,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mwanza,Ilemela Mc,113777-7,KILOLELI,PolyClinic,Kliniki,Private,For Profit,Operating
Mwanza,Ilemela Mc,113775-1,FARAJA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mwanza,Buchosa Dc,113774-4,KLM,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mwanza,Buchosa Dc,113771-0,MHANDU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Iringa,Mafinga Tc,113769-4,RICHIDADI LABORATORY,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Morogoro,Morogoro Dc,113768-6,BWIRA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Tunduru Dc,113766-0,BISHOP JAMES,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Tabora,Igunga Dc,113765-2,MASWANYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Meru Dc,113764-5,COMMUNITY,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Arusha,Meru Dc,113763-7,MJI MWEMA.,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Coast,Kisarawe Dc,113762-9,MSIMBU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kisarawe Dc,113760-3,KIBWEMWENDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kisarawe Dc,113759-5,VISIGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kisarawe Dc,113758-7,MIHUGWE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kisarawe Dc,113757-9,TRUST MEDICAL,Specialised Clinic,Kliniki,Private,For Profit,Operating
Lindi,Kilwa Dc,113756-1,LIGANGA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Ilala Mc,113752-0,CHAPAKAZI,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dar Es Salaam,Temeke Mc,113751-2,ZAIFA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Dar Es Salaam,Ubungo Mc,113750-4,SUN,Dispensary,Zahanati (Dispensary),Private,Investor(For Foreigners),Operating
Rukwa,Sumbawanga Dc,113749-6,KINDERHAUS,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Tanga,Kilindi Dc,113748-8,MGERA MSEKWA KILINDI,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mtwara,Nanyamba Tc,113747-0,NANYAMBA COUNCIL,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Dar Es Salaam,Kinondoni Mc,113745-4,DR. AGARWAL&#039;S EYE HOSPITAL WITH ABU BASEER,Specialised Eye Clinic,Kliniki,Private,Investor(For Foreigners),Operating
Coast,Bagamoyo Dc,113742-1,KITAME,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dar Es Salaam,Kinondoni Mc,113735-5,MT SINAI WAZO,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Mbeya,Mbeya Cc,113733-0,ITIJI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Mbeya Cc,113732-2,IDUDA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Mbeya Cc,113731-4,ITEZI,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mbeya,Mbeya Cc,113730-6,TEMBELA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Morogoro,Morogoro Dc,113728-0,NANGUJI MEMORIAL,Hospital at District Level,Hospitali ya Wilaya,Private,Faith Based Organization (FBO),Operating
Coast,Kibiti Dc,113727-2,MNG&#039;ARU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Nyasa Dc,113726-4,NYASA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Iringa,Iringa Dc,113725-6,IRINGA DC,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Simiyu,Bariadi Dc,113724-9,SIMIYU,Regional Referral Hospital,Hospitali ya Mkoa (Rufaa),Public,MoH,Operating
Morogoro,Morogoro Dc,113723-1,KIBWAYA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Coast,Kibaha Dc,113720-7,MAJA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Coast,Bagamoyo Dc,113718-1,BUMA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Kwimba Dc,113717-3,MWASHILALAGE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Buchosa Dc,113707-4,BUCHOSA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Songwe,Mbozi Dc,113706-6,HAKIMU,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Iringa,Mafinga Tc,113701-7,LOTHAR,Health Center,Kituo cha Afya,Private,NGOs,Operating
Tabora,Urambo Dc,113700-9,SOKO MEMORIAL,Health Center,Kituo cha Afya,Private,Company/Business Name,Operating
Mbeya,Mbeya Cc,113699-3,NZOVWE,Health Center,Kituo cha Afya,Public,LGA,Operating
Kilimanjaro,Rombo Dc,113697-7,REHA RC,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Manyara,Mbulu Dc,113696-9,ELAB,Optometry Clinic,Kliniki,Private,For Profit,Operating
Njombe,Makete Dc,113694-4,UGABWA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Dodoma,Dodoma Cc,113693-6,CHARITY VISION EYE,Hospital at District Level,Hospitali ya Wilaya,Private,For Profit,Operating
Manyara,Mbulu Dc,113692-8,REHEMA COGI,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Manyara,Mbulu Dc,113691-0,FARAJA,Dispensary,Zahanati (Dispensary),Private,For Profit,Operating
Njombe,Njombe Dc,113689-4,NJOMBE,Regional Referral Hospital,Hospitali ya Mkoa (Rufaa),Public,MoH,Operating
Mwanza,Ilemela Mc,113688-6,LUKOBE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Manyara,Babati Dc,113684-5,Phanuel,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Manyara,Babati Dc,113679-5,MANYARA,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Itilima Dc,113678-7,NKOLOLO,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Simiyu,Itilima Dc,113677-9,ITILIMA,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Mwanza,Ilemela Mc,113674-6,ROCK CITY,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Manyara,Babati Dc,113673-8,MERON,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Mwanza,Buchosa Dc,113672-0,BUSWELU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Mwanza,Buchosa Dc,113670-4,BULYAHILU,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Ruvuma,Songea Dc,113669-6,RUVUMA,Health Center,Kituo cha Afya,Public,LGA,Operating
Arusha,Meru Dc,113658-9,SAKIM,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113657-1,NEM,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113656-3,ASHENGAI,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113655-5,KISAU,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113654-8,KISONGO,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113652-2,TRAS,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113651-4,BLACA,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113650-6,ILBORU,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Simiyu,Bariadi Dc,113642-3,BARIADI,District Hospital,Hospitali ya Wilaya,Public,LGA,Operating
Arusha,Arusha Cc,113640-7,SMART,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Mwanza,Misungwi Dc,113639-9,KMT,Dispensary,Zahanati (Dispensary),Private,Faith Based Organization (FBO),Operating
Mara,Bunda Dc,113635-7,AGA KHAN,PolyClinic,Kliniki,Private,Faith Based Organization (FBO),Operating
Coast,Mafia Dc,113634-0,KIFINGE,Dispensary,Zahanati (Dispensary),Public,LGA,Operating
Arusha,Arusha Cc,113632-4,FM HEALTH CARE,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
Arusha,Arusha Cc,113631-6,QUBE,Level IA2 (Dispensary Laboratory),Maabara (Laboratory),Private,For Profit,Operating
